Coll. No.,Family,Scientific Name,Common Name,Locality and habitat description,Habit,GPSN,GPSE,Altitude,Date,Collector,Identifier,Note
4527,Phrymaceae,Peplidium maritimum,濱溝馬齒,"台南市 (Tainan city), 將軍區 (Chiangchun district), 馬沙溝 (Mashakou)",flowering,,,,22 Oct. 2017,趙建棣 (C. T. Chao),,
4528,Euphorbiaceae,Astraea lobata,裂葉巴豆,"高雄市 (Kaohsiung city), 大社區 (Tashe district), 大社區第六公墓 (No.6 Cemetery of Tashe district)",flowering,,,,25 Nov. 2017,趙建棣 (C. T. Chao),,
4529,Convolvulaceae,Merremia umbellata,繖花菜欒藤,"高雄市 (Kaohsiung city), 大社區 (Tashe district), 大社區第六公墓 (No.6 Cemetery of Tashe district)",flowering,,,,25 Nov. 2017,趙建棣 (C. T. Chao),,
4530,Leguminosae,Rhynchosia minima (L.) DC.,小葉括根,"高雄市 (Kaohsiung city), 大社區 (Tashe district), 大社區第六公墓 (No.6 Cemetery of Tashe district)",flowering,,,,25 Nov. 2017,趙建棣 (C. T. Chao),,
4531,Leguminosae,Rhynchosia minima (L.) DC.,小葉括根,"台南市 (Tainan city), 將軍區 (Chiangchun district), 西寮 (Hsliao)",fruiting,,,,26 Nov. 2017,趙建棣 (C. T. Chao),,
4532,Vitaceae,Cissus verticillata,,"高雄市 (Kaohsiung city), 大社區 (Tashe district), 大社區第六公墓 (No.6 Cemetery of Tashe district)",flowering,,,,25 Nov. 2017,趙建棣 (C. T. Chao),,
4533,Compositae,Melanthera nivea (L.) Small,方莖鹵地菊,"高雄市 (Kaohsiung city), 大社區 (Tashe district), 大社區第六公墓 (No.6 Cemetery of Tashe district)",flowering,,,,25 Nov. 2017,趙建棣 (C. T. Chao),,
4534,Poaceae,Pennisetum setaceum (Forssk.) Chiov.,羽絨狼尾草,"高雄市 (Kaohsiung city), 大社區 (Tashe district), 大社區第六公墓 (No.6 Cemetery of Tashe district)",flowering,,,,2 Dec. 2017,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 何郁庭 (Y. T. He)",,
4535,Compositae,Melanthera nivea (L.) Small,方莖鹵地菊,"高雄市 (Kaohsiung city), 大社區 (Tashe district), 大社區第六公墓 (No.6 Cemetery of Tashe district)",flowering,,,,2 Dec. 2017,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 何郁庭 (Y. T. He)",,
4536,Euphorbiaceae,Astraea lobata,裂葉巴豆,"高雄市 (Kaohsiung city), 大社區 (Tashe district), 大社區第六公墓 (No.6 Cemetery of Tashe district)",flowering,,,,2 Dec. 2017,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 何郁庭 (Y. T. He)",,
4537,Leguminosae,Stylosanthes hamata,矮筆花豆,"新北市 (New Taipei City), 蘆洲區 (Lucho district), 環堤大道外 (Out side of Huanti Blvd.)",flowering,,,,9 Dec. 2017,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu)",,
4538,Leguminosae,Macroptilium bracteatum (Nees & Mart.) Maréchal & Baudet,苞葉賽芻豆,"新北市 (New Taipei City), 蘆洲區 (Lucho district), 環堤大道外 (Out side of Huanti Blvd.)",flowering,,,,9 Dec. 2017,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu)",,
4539,Leguminosae,Tephrosia purpurea (L.) Pers.,灰毛豆,"台南市 (Tainan city), 新營區 (Hsinying district), 交流道旁空地 (waste land near highway junction)",fruiting,,,,7 Jan. 2018,趙建棣 (C. T. Chao),,
4540,Malvaceae,Sida mysorensis,薄葉金午時花,"台南市 (Tainan city), 新營區 (Hsinying district), 交流道旁空地 (waste land near highway junction)",fruiting,,,,7 Jan. 2018,趙建棣 (C. T. Chao),,
4541,Leguminosae,Stylosanthes,筆花豆,"台中市 (Taichung city), 南屯區 (Nantun district), 近王田山 (near Mt. Wangtien)",flowering,,,,28 Jan. 2018,"趙建棣 (C. T. Chao) accompanied with 何郁庭 (Y. T. He), 倪立晏 (L. Y. Ni)",,
4542,Cyperaceae,Carex makinoa,牧野氏薹,"新北市 (New Taipei City), 石碇區 (Shihting district), 筆架山 (Mt. Pichia)",flowering,,,,18 Feb. 2018,趙建棣 (C. T. Chao) accompanied with 楊恩奇 (E. C. Yang),,
4543,Polygonaceae,Triplaris cumingiana ,蓼樹,"台南市 (Tainan city), 佳里區 (Chiali district), 安西里 (Anhsi village)",pistillate flowering and fruiting,,,,24 Feb. 2018,趙建棣 (C. T. Chao),,cultivated
4544,Polygonaceae,Triplaris cumingiana ,蓼樹,"台南市 (Tainan city), 佳里區 (Chiali district), 安西里 (Anhsi village)",staminate flowering,,,,24 Feb. 2018,趙建棣 (C. T. Chao),,cultivated
4545,Adiantaceae,Adiantum malesianum J.Ghatak,馬來鐵線蕨,"高雄市 (Kaohsiung city), 桃源區 (Taoyuan district), 梅山巷明隧道前 (in front of rock-shed of Meishan lane)",sporing,,,,16 Mar. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 何郁庭 (Y. T. He), 林昌賢 (C. H. Lin), 謝侑廷 (Y. T. Hsieh), 李子群 (T. C. Li)",,
4546,Elaeagnaceae,Elaeagnus sp.,,"高雄市 (Kaohsiung city), 桃源區 (Taoyuan district), 梅山巷 (Meishan lane)",flowering,,,,16 Mar. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 何郁庭 (Y. T. He), 林昌賢 (C. H. Lin), 謝侑廷 (Y. T. Hsieh), 李子群 (T. C. Li)",,
4547,Theaceae,Camellia caudata,尾葉山茶,"屏東縣 (Pingtung county), 獅子鄉 (Shihtzu township), 199縣道 (County road No. 199)",flowering,,,,17 Mar. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 何郁庭 (Y. T. He), 林昌賢 (C. H. Lin), 謝侑廷 (Y. T. Hsieh), 李子群 (T. C. Li)",,
4548,Ehretiaceae,Ehretia longiflora,長花厚殼樹,"台東縣 (Taitung county), 大武鄉 (Tawu township), 山豬窟暖暖亭 (Shanchuku, Nuannuanting, a pavilion)",flowering,,,,17 Mar. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 何郁庭 (Y. T. He), 林昌賢 (C. H. Lin), 謝侑廷 (Y. T. Hsieh), 李子群 (T. C. Li)",,
4549,Fagaceae,Lithocarpus harlandii (Hance ex Walp.) Rehder,大武石櫟,"台東縣 (Taitung county), 大武鄉 (Tawu township), 山豬窟暖暖亭 (Shanchuku, Nuannuanting, a pavilion)",flowering,,,,17 Mar. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 何郁庭 (Y. T. He), 林昌賢 (C. H. Lin), 謝侑廷 (Y. T. Hsieh), 李子群 (T. C. Li)",,
4550,Leguminosae,"Ormosia hengchuniana T.C.Huang, S.F.Huang & K.C.Yang",恆春紅豆樹,"台東縣 (Taitung county), 大武鄉 (Tawu township), 山豬窟暖暖亭 (Shanchuku, Nuannuanting, a pavilion)",fruiting,,,,17 Mar. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 何郁庭 (Y. T. He), 林昌賢 (C. H. Lin), 謝侑廷 (Y. T. Hsieh), 李子群 (T. C. Li)",,
4551,Apocynaceae,Anodendron benthamianum Hemsl.,大錦蘭,"台東縣 (Taitung county), 達仁鄉 (Tajen township), 達仁林場 (Tajen experimental forest area)",flowering,,,,17 Mar. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 何郁庭 (Y. T. He), 林昌賢 (C. H. Lin), 謝侑廷 (Y. T. Hsieh), 李子群 (T. C. Li)",,
4552,Lardizabalaceae,Stauntonia obovata Hemsl.,鈍藥野木瓜,"台東縣 (Taitung county), 達仁鄉 (Tajen township), 達仁林場 (Tajen experimental forest area)",flowering,,,,17 Mar. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 何郁庭 (Y. T. He), 林昌賢 (C. H. Lin), 謝侑廷 (Y. T. Hsieh), 李子群 (T. C. Li)",,
4553,Elaeagnaceae,Elaeagnus sp.,,"台東縣 (Taitung county), 達仁鄉 (Tajen township), 達仁林場 (Tajen experimental forest area)",fruiting,,,,17 Mar. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 何郁庭 (Y. T. He), 林昌賢 (C. H. Lin), 謝侑廷 (Y. T. Hsieh), 李子群 (T. C. Li)",,
4554,Fagaceae,Castanopsis indica,印度栲,"台東縣 (Taitung county), 大武鄉 (Tawu township), 山豬窟暖暖亭 (Shanchuku, Nuannuanting, a pavilion)",flowering,,,,17 Mar. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 何郁庭 (Y. T. He), 林昌賢 (C. H. Lin), 謝侑廷 (Y. T. Hsieh), 李子群 (T. C. Li)",,
4555,Fagaceae,Castanopsis cuspidata var. carlesii (Hemsl.) T.Yamaz.,長尾栲,"台東縣 (Taitung county), 大武鄉 (Tawu township), 山豬窟暖暖亭 (Shanchuku, Nuannuanting, a pavilion)",flowering,,,,17 Mar. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 何郁庭 (Y. T. He), 林昌賢 (C. H. Lin), 謝侑廷 (Y. T. Hsieh), 李子群 (T. C. Li)",,
4556,Illiciaceae,Illicium arborescens Hayata,紅花八角,"台東縣 (Taitung county), 達仁鄉 (Tajen township), 達仁林場 (Tajen experimental forest area)",flowering,,,,17 Mar. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 何郁庭 (Y. T. He), 林昌賢 (C. H. Lin), 謝侑廷 (Y. T. Hsieh), 李子群 (T. C. Li)",,
4557,Ericaceae,Rhododendron farrerae Sweet,丁香杜鵑,"台東縣 (Taitung county), 達仁鄉 (Tajen township), 達仁林場 (Tajen experimental forest area)",flowering,,,,17 Mar. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 何郁庭 (Y. T. He), 林昌賢 (C. H. Lin), 謝侑廷 (Y. T. Hsieh), 李子群 (T. C. Li)",,
4558,Aristolochiaceae,Asarum epigynum Hayata,上花細辛,"屏東縣 (Pingtung county), 獅子鄉 (Shihtzu township), 199縣道 (County road No. 199)",flowering,,,,17 Mar. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 何郁庭 (Y. T. He), 林昌賢 (C. H. Lin), 謝侑廷 (Y. T. Hsieh), 李子群 (T. C. Li)",,
4559,Apocynaceae,Anodendron affine (Hook. & Arn.) Druce,小錦蘭,"台東縣 (Taitung county), 大武鄉 (Tawu township), 山豬窟暖暖亭 (Shanchuku, Nuannuanting, a pavilion)",flowering,,,,17 Mar. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 何郁庭 (Y. T. He), 林昌賢 (C. H. Lin), 謝侑廷 (Y. T. Hsieh), 李子群 (T. C. Li)",,
4560,Illiciaceae,Illicium arborescens Hayata,紅花八角,"屏東縣 (Pingtung county), 滿州鄉 (Manchou township), 欖仁溪步道 (Lanjen brook trail)",flowering,,,,18 Mar. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 何郁庭 (Y. T. He), 林昌賢 (C. H. Lin), 謝侑廷 (Y. T. Hsieh), 李子群 (T. C. Li)",,
4561,Fagaceae,Lithocarpus formosanus (Skan) Hayata,台灣石櫟,"屏東縣 (Pingtung county), 滿州鄉 (Manchou township), 欖仁溪步道 (Lanjen brook trail)",flowering,,,,18 Mar. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 何郁庭 (Y. T. He), 林昌賢 (C. H. Lin), 謝侑廷 (Y. T. Hsieh), 李子群 (T. C. Li)",,
4562,Styracaceae,Styrax,,"屏東縣 (Pingtung county), 滿州鄉 (Manchou township), 欖仁溪步道 (Lanjen brook trail)",flowering,,,,18 Mar. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 何郁庭 (Y. T. He), 林昌賢 (C. H. Lin), 謝侑廷 (Y. T. Hsieh), 李子群 (T. C. Li)",,
4563,Magnoliaceae,Magnolia kachirachirae (Kaneh. & Yamam.) Dandy,烏心石舅,"屏東縣 (Pingtung county), 滿州鄉 (Manchou township), 欖仁溪步道 (Lanjen brook trail)",flowering,,,,18 Mar. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 何郁庭 (Y. T. He), 林昌賢 (C. H. Lin), 謝侑廷 (Y. T. Hsieh), 李子群 (T. C. Li)",,
4564,Elaeagnaceae,Elaeagnus formosensis Hatus.,蓬萊胡頹子,"屏東縣 (Pingtung county), 春日鄉 (Chunjih township), 大漢林道 (Tahan logging track)",flowering,,,,18 Mar. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 何郁庭 (Y. T. He), 林昌賢 (C. H. Lin), 謝侑廷 (Y. T. Hsieh), 李子群 (T. C. Li)",,
4565,Cyperaceae,Carex sp.,四柱薹,"屏東縣 (Pingtung county), 滿州鄉 (Manchou township), 欖仁溪步道 (Lanjen brook trail)",flowering,,,,18 Mar. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 何郁庭 (Y. T. He), 林昌賢 (C. H. Lin), 謝侑廷 (Y. T. Hsieh), 李子群 (T. C. Li)",,
4566,,,,,,,,,,,,
4567,,,,,,,,,,,,
4568,,,,,,,,,,,,
4569,,,,,,,,,,,,
4570,,,,,,,,,,,,
4571,Adiantaceae,Adiantum × meishanianum F.S.Hsu ex Yea C.Liu & W.L.Chiou,梅山口鐵線蕨,"高雄市 (Kaohsiung city), 桃源區 (Taoyuan district), 梅山巷 (Meishan lane), 吊橋旁 (near suspension bridge)",sporing,,,,30 Apr. 2018,趙建棣 (C. T. Chao) accompanied with 李子群 (T. C. Li),,
4572,Coldeniaceae,Coldenia procumbens L.,臥莖同籬生果草,"嘉義縣 (Chiayi county), 嘉義市 (Chiayi city), 蘭潭 (Lantan, a reservoir)",flowering and fruiting,,,,6 May. 2018,趙建棣 (C. T. Chao) accompanied with 郭礎嘉 (C. C. Kuo),,
4573,Rosaceae,Potentilla amurensis Maxim.,小花金梅,"嘉義縣 (Chiayi county), 嘉義市 (Chiayi city), 蘭潭 (Lantan, a reservoir)",fruiting,,,,6 May. 2018,趙建棣 (C. T. Chao) accompanied with 郭礎嘉 (C. C. Kuo),,
4574,Rubiaceae,Leptopetalum multiflora,多花耳草,"台南市 (Tainan city), 北門區 (Beimen district), 錦湖國小 (Jinhu Elementary School)",fruiting,,,,6 May. 2018,趙建棣 (C. T. Chao),,
4575,Compositae,Pluchea pteropoda Hemsl. ex F.B.Forbes & Hemsl.,光梗闊苞菊,"台南市 (Tainan city), 將軍區 (Chiangchun district), 馬沙溝 (Mashakou)",flowering,,,,13 May. 2018,趙建棣 (C. T. Chao),,
4576,Rubiaceae,Diodia teres Walter,圓莖鈕扣草,"台南市 (Tainan city), 中西區 (West Central district), 台南大學 (National Tainan University)",flowering,,,,13 May. 2018,趙建棣 (C. T. Chao),,
4577,Umbelliferae,"Bupleurum kaoi T.S. Liu, C.Y. Chao & T.I. Chuang",高氏柴胡,"苗栗縣 (Miaoli county), 通霄鎮 (Tunghsiao town)",flowering,,,,23 Jun. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 張之毅 (C. I Chang), 謝侑廷 (Y. T. Hsieh)",,
4578,Compositae,Epaltes australis Less.,鵝不食草,"苗栗縣 (Miaoli county), 通霄鎮 (Tunghsiao town)",flowering,,,,23 Jun. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 張之毅 (C. I Chang), 謝侑廷 (Y. T. Hsieh)",,
4579,Orobanchaceae,Siphonostegia chinensis Benth.,陰行草,"苗栗縣 (Miaoli county), 通霄鎮 (Tunghsiao town)",flowering,,,,23 Jun. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 張之毅 (C. I Chang), 謝侑廷 (Y. T. Hsieh)",,
4580,Apocynaceae,Gymnema sylvestre (Retz.) R. Br. ex Schult.,武靴藤,"苗栗縣 (Miaoli county), 通霄鎮 (Tunghsiao town)",flowering,,,,23 Jun. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 張之毅 (C. I Chang), 謝侑廷 (Y. T. Hsieh)",,
4581,Rubiaceae,Morinda umbellata L.,羊角藤,"苗栗縣 (Miaoli county), 通霄鎮 (Tunghsiao town)",flowering,,,,23 Jun. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 張之毅 (C. I Chang), 謝侑廷 (Y. T. Hsieh)",,
4582,Dioscoreaceae,Dioscorea sp.,,"苗栗縣 (Miaoli county), 通霄鎮 (Tunghsiao town)",flowering,,,,23 Jun. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 張之毅 (C. I Chang), 謝侑廷 (Y. T. Hsieh)",,
4583,Phyllanthaceae,Phyllanthus virgatus,細葉油柑,"苗栗縣 (Miaoli county), 通霄鎮 (Tunghsiao town)",flowering,,,,23 Jun. 2018,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 張之毅 (C. I Chang), 謝侑廷 (Y. T. Hsieh)",,
4584,Urticaceae,Pipturus arborescens C.B.Rob.,落尾麻,"台東縣 (Taitung county), 長濱鄉 (Changpin township), 跑者之家旁 (beside Runners’ House)",flowering,,,,8 Jul. 2018,趙建棣 (C. T. Chao),,
4585,Cyperaceae,Carex morii,森氏薹,"花蓮縣 (Hualien county), 玉里鎮 (Yuli town), 安通越嶺古道 (Antung ancient trail)",flowering,,,,7 Jul. 2018,趙建棣 (C. T. Chao),,
4586,Lycopodiaceae,Lycopodium fordii,福氏石松,"花蓮縣 (Hualien county), 玉里鎮 (Yuli town), 安通越嶺古道 (Antung ancient trail)",sporing,,,,7 Jul. 2018,趙建棣 (C. T. Chao),,
4587,Saxifragaceae,Pileostegia viburnoides Hook.f. & Thomson,青棉花,"花蓮縣 (Hualien county), 玉里鎮 (Yuli town), 安通越嶺古道 (Antung ancient trail)",flowering,,,,7 Jul. 2018,趙建棣 (C. T. Chao),,
4588,Fagaceae,Lithocarpus hancei (Benth.) Rehder,三斗石櫟,"花蓮縣 (Hualien county), 玉里鎮 (Yuli town), 安通越嶺古道 (Antung ancient trail)",fruiting,,,,7 Jul. 2018,趙建棣 (C. T. Chao),,
4589,Gesneriaceae,Rhynchotechum discolor (Maxim.) B.L. Burtt,同蕊草,"花蓮縣 (Hualien county), 玉里鎮 (Yuli town), 安通越嶺古道 (Antung ancient trail)",flowering,,,,7 Jul. 2018,趙建棣 (C. T. Chao),,
4590,Urticaceae,Elatostema subcoriaceum B.L.Shih & Yuen P.Yang,近革葉樓梯草,"花蓮縣 (Hualien county), 玉里鎮 (Yuli town), 安通越嶺古道 (Antung ancient trail)",flowering,,,,7 Jul. 2018,趙建棣 (C. T. Chao),,
4591,Urticaceae,Elatostema strigillosum B.L.Shih & Yuen P.Yang,微粗毛樓梯草,"花蓮縣 (Hualien county), 玉里鎮 (Yuli town), 安通越嶺古道 (Antung ancient trail)",flowering,,,,7 Jul. 2018,趙建棣 (C. T. Chao),,
4592,Myrsinaceae,Ardisia cornudentata Mez,雨傘仔,"花蓮縣 (Hualien county), 玉里鎮 (Yuli town), 安通越嶺古道 (Antung ancient trail)",flowering,,,,7 Jul. 2018,趙建棣 (C. T. Chao),,
4593,Gleicheniaceae,Dicranopteris taiwanensis Ching & P.S.Chiu,台灣芒萁,"花蓮縣 (Hualien county), 玉里鎮 (Yuli town), 安通越嶺古道 (Antung ancient trail)",sporing,,,,7 Jul. 2018,趙建棣 (C. T. Chao),,
4594,Melastomataceae,Bredia oldhamii Hook.f.,金石榴,"花蓮縣 (Hualien county), 玉里鎮 (Yuli town), 安通越嶺古道 (Antung ancient trail)",fruiting,,,,7 Jul. 2018,趙建棣 (C. T. Chao),,
4595,Urticaceae,Boehmeria formosana Hayata,台灣苧麻,"花蓮縣 (Hualien county), 玉里鎮 (Yuli town), 安通越嶺古道 (Antung ancient trail)",flowering,,,,7 Jul. 2018,趙建棣 (C. T. Chao),,
4596,Leguminosae,Vigna reflexopilosa Hayata,曲毛豇豆,"花蓮縣 (Hualien county), 玉里鎮 (Yuli town), 安通越嶺古道 (Antung ancient trail)",flowering,,,,7 Jul. 2018,趙建棣 (C. T. Chao),,
4597,Aquifoliaceae,Ilex ficoidea Hemsl.,台灣糊樗,"花蓮縣 (Hualien county), 玉里鎮 (Yuli town), 安通越嶺古道 (Antung ancient trail)",fruiting,,,,7 Jul. 2018,趙建棣 (C. T. Chao),,
4598,Styracaceae,Styrax formosanus Matsum.,烏皮九芎,"花蓮縣 (Hualien county), 玉里鎮 (Yuli town), 安通越嶺古道 (Antung ancient trail)",fruiting,,,,7 Jul. 2018,趙建棣 (C. T. Chao),,
4599,Symplocaceae,Symplocos modesta Brand,小葉白筆,"花蓮縣 (Hualien county), 玉里鎮 (Yuli town), 安通越嶺古道 (Antung ancient trail)",fruiting,,,,7 Jul. 2018,趙建棣 (C. T. Chao),,
4600,Sterculiaceae,Firmiana simplex (L.) W. Wight,梧桐,"花蓮縣 (Hualien county), 秀林鄉 (Hsiulin township), 小清水 (Hsiaochingshui)",fruiting,,,,9 Jul. 2018,趙建棣 (C. T. Chao) accompanied with 陳柏璋 (P. C. Chen),,
4601,Celastraceae,Tripterygium wilfordii Hook.f.,雷公藤,"新北市 (New Taipei City), 汐止區 (Hsichi disc.), 七汐農路 (Chihsi access road)",fruiting,,,,30 Jun. 2018,趙建棣 (C. T. Chao) accompanied with 葉怡君 (Y. C. Yeh),,
4602,Hymenophyllaceae,Hymenophyllum holochilum (Bosch) C.Chr.,南洋厚壁蕨,"宜蘭縣 (Ilan county), 員山鄉 (Yuanshan township), 草埤 (Tsaopi, a lake)",sporing,,,,21 Jul. 2018,趙建棣 (C. T. Chao),,
4603,Labiatae,Teucrium viscidum Blume,血見愁,"宜蘭縣 (Ilan county), 員山鄉 (Yuanshan township), 阿玉林道 (Ayu logging track)",flowering,,,,21 Jul. 2018,趙建棣 (C. T. Chao),,
4604,Urticaceae,Boehmeria formosana Hayata,台灣苧麻,"宜蘭縣 (Ilan county), 員山鄉 (Yuanshan township), 阿玉林道 (Ayu logging track)",flowering,,,,21 Jul. 2018,趙建棣 (C. T. Chao),,
4605,Verbenaceae,Callicarpa kochiana Makino,鬼紫珠,"宜蘭縣 (Ilan county), 員山鄉 (Yuanshan township), 阿玉林道 (Ayu logging track)",flowering,,,,21 Jul. 2018,趙建棣 (C. T. Chao),,
4606,Osmundaceae,Osmundastrum cinnamomeum (L.) C.Presl,分株假紫萁,"宜蘭縣 (Ilan county), 員山鄉 (Yuanshan township), 草埤 (Tsaopi, a lake)",sporing,,,,21 Jul. 2018,趙建棣 (C. T. Chao),,
4607,Cyperaceae,Rhynchospora corymbosa (L.) Britton,三儉草,"宜蘭縣 (Ilan county), 員山鄉 (Yuanshan township), 草埤 (Tsaopi, a lake)",fruiting,,,,21 Jul. 2018,趙建棣 (C. T. Chao),,
4608,Grammitidaceae,Prosaptia contigua (G.Forst.) C.Presl,穴子蕨,"宜蘭縣 (Ilan county), 員山鄉 (Yuanshan township), 草埤 (Tsaopi, a lake)",sporing,,,,21 Jul. 2018,趙建棣 (C. T. Chao),,
4609,Cucurbitaceae,Trichosanthes homophylla Hayata,芋葉栝樓,"宜蘭縣 (Ilan county), 員山鄉 (Yuanshan township), 阿玉林道入口 (entrance of Ayu logging track)",pistillate flowering,,,,21 Jul. 2018,趙建棣 (C. T. Chao),,
4610,Cyperaceae,,,"宜蘭縣 (Ilan county), 員山鄉 (Yuanshan township), 草埤 (Tsaopi, a lake)",flowering,,,,21 Jul. 2018,趙建棣 (C. T. Chao),,
4611,Eriocaulaceae,Eriocaulon buergerianum Körn.,連萼穀精草,"宜蘭縣 (Ilan county), 員山鄉 (Yuanshan township), 草埤 (Tsaopi, a lake)",flowering,,,,21 Jul. 2018,趙建棣 (C. T. Chao),,
4612,Eriocaulaceae,Eriocaulon sexangulare L.,大葉穀精草,"宜蘭縣 (Ilan county), 員山鄉 (Yuanshan township), 草埤 (Tsaopi, a lake)",flowering,,,,21 Jul. 2018,趙建棣 (C. T. Chao),,
4613,Athyriaceae,,,"宜蘭縣 (Ilan County), 礁溪鄉 (Chiaohsi township), 烘爐地山-桶後北溪源頭 (Honglutishan to the head of Tunghou North brook)",sporing,,,,22 Jul. 2018,趙建棣 (C. T. Chao),,
4614,Aceraceae,Acer caudatifolium Hayata,川上氏楓,"宜蘭縣 (Ilan County), 礁溪鄉 (Chiaohsi township), 烘爐地山 (Honglutishan)",fruiting,,,,22 Jul. 2018,趙建棣 (C. T. Chao),,
4615,Hymenophyllaceae,,,"宜蘭縣 (Ilan County), 礁溪鄉 (Chiaohsi township), 烘爐地山-桶後北溪源頭 (Honglutishan to the head of Tunghou North brook)",sporing,,,,22 Jul. 2018,趙建棣 (C. T. Chao),,
4616,Aspleniaceae,Hymenasplenium murakami-hatanakae Nakaike,單邊鐵角蕨,"宜蘭縣 (Ilan County), 礁溪鄉 (Chiaohsi township), 烘爐地山-桶後北溪源頭 (Honglutishan to the head of Tunghou North brook)",sporing,,,,22 Jul. 2018,趙建棣 (C. T. Chao),,
4617,Proteaceae,Helicia formosana Hemsl.,山龍眼,"宜蘭縣 (Ilan County), 礁溪鄉 (Chiaohsi township), 烘爐地山-桶後北溪源頭 (Honglutishan to the head of Tunghou North brook)",flowering,,,,22 Jul. 2018,趙建棣 (C. T. Chao),,
4618,Rosaceae,Chaenomeles speciosa (Sweet) Nakai,寒梅,"宜蘭縣 (Ilan County), 礁溪鄉 (Chiaohsi township), 烘爐地山 (Honglutishan)",flowering,,,,22 Jul. 2018,趙建棣 (C. T. Chao),,
4619,Myrsinaceae,Myersine seguinii H. Lév.,大明橘,"宜蘭縣 (Ilan County), 礁溪鄉 (Chiaohsi township), 烘爐地山 (Honglutishan)",fruiting,,,,22 Jul. 2018,趙建棣 (C. T. Chao),,
4620,Thelypteridaceae,Stegnogramma griffithii (T.Moore) K.Iwats.,聖蕨,"宜蘭縣 (Ilan County), 礁溪鄉 (Chiaohsi township), 烘爐地山 (Honglutishan)",sporing,,,,22 Jul. 2018,趙建棣 (C. T. Chao),,
4621,Lindsaeaceae,Osmolindsaea japonica (Blume) Lehtonen & Christenh.,日本鱗始蕨,"宜蘭縣 (Ilan County), 礁溪鄉 (Chiaohsi township), 烘爐地山-桶後北溪源頭 (Honglutishan to the head of Tunghou North brook)",sporing,,,,22 Jul. 2018,趙建棣 (C. T. Chao),,
4622,Hymenophyllaceae,,,"宜蘭縣 (Ilan County), 礁溪鄉 (Chiaohsi township), 烘爐地山-桶後北溪源頭 (Honglutishan to the head of Tunghou North brook)",sporing,,,,22 Jul. 2018,趙建棣 (C. T. Chao),,
4623,Hymenophyllaceae,,,"宜蘭縣 (Ilan County), 礁溪鄉 (Chiaohsi township), 烘爐地山-桶後北溪源頭 (Honglutishan to the head of Tunghou North brook)",sporing,,,,22 Jul. 2018,趙建棣 (C. T. Chao),,
